name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Larry Nance Jr","Los Angeles Lakers",2015-12-30,2015,2580365,1610612747,400828363,1,10,36,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,"Bradley, Avery",5.60,19.70
"Larry Nance Jr","Los Angeles Lakers",2016-01-05,2015,2580365,1610612747,400828411,1,8,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,"Thompson, Klay",6.80,20.10
"Larry Nance Jr","Los Angeles Lakers",2016-01-12,2015,2580365,1610612747,400828463,2,2,27,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.60,"Anderson, Ryan",4.10,24.00
"Larry Nance Jr","Los Angeles Lakers",2016-04-13,2015,2580365,1610612747,400829115,2,11,42,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-02-19,2015,2745,1610612747,400828705,2,9,22,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-04-03,2015,2528393,1610612747,400829040,2,11,05,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Kobe Bryant","Los Angeles Lakers",2016-01-07,2015,110,1610612747,400828426,2,4,36,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,1,0.70,"Belinelli, Marco",4.90,24.00
"Brandon Bass","Los Angeles Lakers",2016-03-10,2015,2745,1610612747,400828849,2,9,29,1,"Alley Oop Layup shot","2PT Field Goal",1,"Cleveland Cavaliers",12,-1,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-01-14,2015,3136776,1610612747,400828479,3,4,01,1,"Alley Oop Layup shot","2PT Field Goal",0,"Golden State Warriors",-6,5,0,0.00,"Curry, Stephen",0.80,23.90
"Tarik Black","Los Angeles Lakers",2016-04-06,2015,2528393,1610612747,400829059,4,10,16,1,"Alley Oop Layup shot","2PT Field Goal",2,"Los Angeles Clippers",20,3,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-01-29,2015,3064514,1610612747,400828593,2,1,21,1,"Alley Oop Layup shot","2PT Field Goal",2,"Los Angeles Clippers",14,16,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2015-11-15,2015,2580365,1610612747,400828038,2,9,33,1,"Alley Oop Layup shot","2PT Field Goal",3,"Detroit Pistons",-34,11,0,1.30,"Tolliver, Anthony",2.10,13.90
"Larry Nance Jr","Los Angeles Lakers",2015-11-24,2015,2580365,1610612747,400828101,3,0,36,1,"Alley Oop Layup shot","2PT Field Goal",0,"Golden State Warriors",4,2,0,1.20,"Green, Draymond",7.60,16.90
"Larry Nance Jr","Los Angeles Lakers",2016-01-03,2015,2580365,1610612747,400828397,2,3,09,0,"Alley Oop Layup shot","2PT Field Goal",3,"Phoenix Suns",-34,-1,0,0.00,"Leuer, Jon",3.10,18.50
"Larry Nance Jr","Los Angeles Lakers",2015-11-11,2015,2580365,1610612747,400828001,2,10,33,1,"Alley Oop Layup shot","2PT Field Goal",1,"Orlando Magic",-14,7,0,0.30,"Vucevic, Nikola",3.80,23.40
"Jordan Clarkson","Los Angeles Lakers",2016-04-11,2015,2528426,1610612747,400829096,2,1,05,1,"Alley Oop Layup shot","2PT Field Goal",1,"Oklahoma City Thunder",-12,-1,0,0.00,,0.00,0.00
"Metta World Peace","Los Angeles Lakers",2016-03-22,2015,25,1610612747,400828942,1,0,00,0,"Alley Oop Layup shot","2PT Field Goal",3,"Memphis Grizzlies",-35,5,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-03-25,2015,2528426,1610612747,400828968,1,6,14,1,"Alley Oop Layup shot","2PT Field Goal",1,"Denver Nuggets",12,-11,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-01-14,2015,2528393,1610612747,400828479,1,0,21,0,"Alley Oop Layup shot","2PT Field Goal",2,"Golden State Warriors",2,26,0,0.70,"Ezeli, Festus",1.50,10.60
"Jordan Clarkson","Los Angeles Lakers",2015-11-20,2015,2528426,1610612747,400828075,1,7,54,1,"Alley Oop Layup shot","2PT Field Goal",1,"Toronto Raptors",-17,8,0,0.00,"Carroll, DeMarre",1.20,19.90
"DAngelo Russell","Los Angeles Lakers",2016-03-04,2015,3136776,1610612747,400828808,3,6,48,1,"Alley Oop Layup shot","2PT Field Goal",1,"Atlanta Hawks",-19,-1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2015-11-08,2015,2580365,1610612747,400827982,2,7,50,1,"Alley Oop Layup shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.20,"Seraphin, Kevin",13.60,20.30
"Lou Williams","Los Angeles Lakers",2016-03-22,2015,,1610612747,400828942,1,1,03,0,"Alley Oop Layup shot","2PT Field Goal",2,"Memphis Grizzlies",22,0,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2015-12-22,2015,2580365,1610612747,400828309,3,7,45,1,"Alley Oop Layup shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,"Faried, Kenneth",5.80,9.90
"Jordan Clarkson","Los Angeles Lakers",2016-03-27,2015,2528426,1610612747,400828983,4,6,12,1,"Alley Oop Layup shot","2PT Field Goal",1,"Washington Wizards",-11,11,0,0.00,,0.00,0.00
"DAngelo Russell","Los Angeles Lakers",2016-04-05,2015,3136776,1610612747,400829051,1,0,41,1,"Alley Oop Layup shot","2PT Field Goal",2,"Los Angeles Clippers",-25,16,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-04-11,2015,3064514,1610612747,400829096,3,4,18,1,"Alley Oop Layup shot","2PT Field Goal",1,"Oklahoma City Thunder",2,16,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-04-13,2015,2528426,1610612747,400829115,2,9,30,1,"Alley Oop Layup shot","2PT Field Goal",1,"Utah Jazz",-19,-1,0,0.00,,0.00,0.00
"Ryan Kelly","Los Angeles Lakers",2016-03-18,2015,2488651,1610612747,400828914,1,0,00,1,"Alley Oop Layup shot","2PT Field Goal",1,"Phoenix Suns",9,-6,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-01-05,2015,2580365,1610612747,400828411,2,2,48,1,"Alley Oop Layup shot","2PT Field Goal",1,"Golden State Warriors",2,16,0,0.70,"Barnes, Harrison",2.40,18.10
"Roy Hibbert","Los Angeles Lakers",2016-01-03,2015,3436,1610612747,400828397,3,2,25,0,"Alley Oop Layup shot","2PT Field Goal",4,"Phoenix Suns",10,43,2,6.60,"Teletovic, Mirza",3.80,16.20
"DAngelo Russell","Los Angeles Lakers",2015-12-11,2015,3136776,1610612747,400828229,4,7,42,0,"Alley Oop Layup shot","2PT Field Goal",3,"San Antonio Spurs",27,21,0,4.20,"Butler, Rasual",1.40,23.90
"Tarik Black","Los Angeles Lakers",2016-03-15,2015,2528393,1610612747,400828889,1,5,50,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-01-17,2015,2745,1610612747,400828501,1,0,38,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,1,1.10,"Jones, Terrence",2.20,14.90
"Larry Nance Jr","Los Angeles Lakers",2016-02-19,2015,2580365,1610612747,400828705,2,9,47,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-03-27,2015,2528393,1610612747,400828983,4,6,48,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-01-29,2015,2745,1610612747,400828593,4,8,48,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-03-01,2015,2580365,1610612747,400828783,4,8,37,1,"Cutting Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-04-13,2015,3064514,1610612747,400829115,2,0,55,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-03-10,2015,2528426,1610612747,400828849,3,7,15,1,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-03-06,2015,2528426,1610612747,400828818,2,4,26,1,"Cutting Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Roy Hibbert","Los Angeles Lakers",2015-12-01,2015,3436,1610612747,400828150,2,7,25,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.70,"Okafor, Jahlil",2.80,10.40
"Julius Randle","Los Angeles Lakers",2016-02-19,2015,3064514,1610612747,400828705,2,5,28,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-01-08,2015,2745,1610612747,400828436,3,3,51,1,"Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.70,"Kanter, Enes",5.20,12.60
"Larry Nance Jr","Los Angeles Lakers",2015-12-27,2015,2580365,1610612747,400828342,3,6,20,1,"Cutting Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.60,"Chalmers, Mario",4.80,15.60
"Larry Nance Jr","Los Angeles Lakers",2015-12-15,2015,2580365,1610612747,400828257,3,10,36,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.70,"Henson, John",3.10,12.60
"Roy Hibbert","Los Angeles Lakers",2016-01-29,2015,3436,1610612747,400828593,1,6,04,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-03-04,2015,2745,1610612747,400828808,2,1,39,1,"Cutting Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-04-13,2015,2528393,1610612747,400829115,4,9,59,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2015-11-28,2015,3064514,1610612747,400828131,1,11,41,1,"Cutting Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.70,"Plumlee, Mason",3.00,19.20
"Roy Hibbert","Los Angeles Lakers",2016-01-08,2015,3436,1610612747,400828436,3,7,24,1,"Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,1.20,"Ibaka, Serge",2.50,8.60
"Larry Nance Jr","Los Angeles Lakers",2016-03-15,2015,2580365,1610612747,400828889,2,10,39,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-02-19,2015,2745,1610612747,400828705,2,8,48,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-03-30,2015,2745,1610612747,400829008,1,0,47,1,"Cutting Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,,0.00,0.00
"Robert Sacre","Los Angeles Lakers",2015-12-15,2015,6620,1610612747,400828257,2,11,51,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.90,"O'Bryant, Johnny",7.30,17.10
"Roy Hibbert","Los Angeles Lakers",2015-11-22,2015,3436,1610612747,400828088,1,7,28,1,"Cutting Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,1.00,"Plumlee, Mason",0.20,8.70
"Tarik Black","Los Angeles Lakers",2016-03-15,2015,2528393,1610612747,400828889,3,4,09,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-03-22,2015,2745,1610612747,400828942,2,8,32,1,"Cutting Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2015-12-11,2015,2580365,1610612747,400828229,3,9,48,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.60,"Leonard, Kawhi",1.90,17.10
"Brandon Bass","Los Angeles Lakers",2015-11-01,2015,2745,1610612747,400827932,1,0,27,1,"Cutting Dunk Shot","2PT Field Goal",4,"Dallas Mavericks",41,16,0,0.90,"Nowitzki, Dirk",1.60,20.60
"Brandon Bass","Los Angeles Lakers",2016-01-28,2015,2745,1610612747,400828584,2,7,16,1,"Cutting Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-03-06,2015,3064514,1610612747,400828818,3,5,49,1,"Cutting Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-02-10,2015,2528393,1610612747,400828682,4,10,14,1,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-01-01,2015,2580365,1610612747,400828381,1,9,16,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.60,"Grant, Jerami",6.90,6.70
"Jordan Clarkson","Los Angeles Lakers",2015-12-30,2015,2528426,1610612747,400828363,1,5,54,1,"Cutting Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,1.00,"Sullinger, Jared",5.60,16.40
"Brandon Bass","Los Angeles Lakers",2016-03-06,2015,2745,1610612747,400828818,2,9,37,1,"Cutting Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-04-10,2015,2528393,1610612747,400829082,3,1,35,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2015-12-17,2015,2528426,1610612747,400828272,1,4,13,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,1.00,"Motiejunas, Donatas",2.10,19.90
"Robert Sacre","Los Angeles Lakers",2015-12-11,2015,6620,1610612747,400828229,2,10,40,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.90,"West, David",2.00,8.60
"Brandon Bass","Los Angeles Lakers",2016-03-13,2015,2745,1610612747,400828874,2,9,42,1,"Cutting Dunk Shot","2PT Field Goal",0,"New York Knicks",-2,-1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-02-08,2015,2745,1610612747,400828663,1,2,52,1,"Cutting Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2015-12-12,2015,2580365,1610612747,400828236,1,8,26,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.70,"Capela, Clint",3.30,9.20
"Brandon Bass","Los Angeles Lakers",2016-03-18,2015,2745,1610612747,400828914,4,4,43,1,"Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-03-10,2015,2745,1610612747,400828849,3,2,22,1,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-02-10,2015,3064514,1610612747,400828682,1,5,17,1,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-01-20,2015,2745,1610612747,400828525,3,6,32,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.70,"Casspi, Omri",3.00,18.10
"Roy Hibbert","Los Angeles Lakers",2015-11-15,2015,3436,1610612747,400828038,4,4,20,1,"Cutting Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.60,"Drummond, Andre",5.40,8.70
"Roy Hibbert","Los Angeles Lakers",2016-04-13,2015,3436,1610612747,400829115,1,7,01,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-01-20,2015,2745,1610612747,400828525,2,8,26,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.70,"Koufos, Kosta",1.90,16.10
"Julius Randle","Los Angeles Lakers",2016-02-26,2015,3064514,1610612747,400828755,3,9,56,1,"Cutting Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-03-04,2015,2745,1610612747,400828808,2,10,21,1,"Cutting Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.00,,0.00,0.00
"Ryan Kelly","Los Angeles Lakers",2016-01-20,2015,2488651,1610612747,400828525,1,3,56,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.70,"Belinelli, Marco",1.90,18.40
"Larry Nance Jr","Los Angeles Lakers",2016-03-27,2015,2580365,1610612747,400828983,4,4,56,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-02-26,2015,3064514,1610612747,400828755,2,0,59,1,"Cutting Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-01-10,2015,3064514,1610612747,400828452,4,2,08,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,1,1.20,"Neto, Raul",5.10,15.00
"Tarik Black","Los Angeles Lakers",2016-04-10,2015,2528393,1610612747,400829082,1,1,03,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2015-11-15,2015,2580365,1610612747,400828038,2,9,55,1,"Cutting Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.90,"Tolliver, Anthony",2.50,1.90
"Roy Hibbert","Los Angeles Lakers",2015-11-29,2015,3436,1610612747,400828140,3,9,53,1,"Cutting Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.80,"Hill, George",8.40,13.70
"Tarik Black","Los Angeles Lakers",2016-01-05,2015,2528393,1610612747,400828411,4,4,42,1,"Cutting Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.70,"Rush, Brandon",1.50,10.60
"Julius Randle","Los Angeles Lakers",2016-03-15,2015,3064514,1610612747,400828889,2,2,03,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-02-02,2015,3064514,1610612747,400828621,2,1,16,1,"Cutting Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-01-01,2015,2745,1610612747,400828381,4,11,00,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.70,"Okafor, Jahlil",5.20,24.00
"Brandon Bass","Los Angeles Lakers",2016-01-05,2015,2745,1610612747,400828411,2,9,07,1,"Cutting Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.90,"Speights, Marreese",3.40,17.70
"Brandon Bass","Los Angeles Lakers",2016-03-18,2015,2745,1610612747,400828914,4,0,08,1,"Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-01-22,2015,2528393,1610612747,400828540,4,5,50,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-04-13,2015,2528426,1610612747,400829115,4,7,52,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-03-27,2015,2580365,1610612747,400828983,2,11,44,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-04-10,2015,3064514,1610612747,400829082,2,0,04,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Brandon Bass","Los Angeles Lakers",2016-03-23,2015,2745,1610612747,400828952,4,10,29,1,"Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2015-12-01,2015,3064514,1610612747,400828150,4,3,55,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.90,"Okafor, Jahlil",2.20,14.70
"Larry Nance Jr","Los Angeles Lakers",2016-03-25,2015,2580365,1610612747,400828968,3,0,09,1,"Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2015-12-28,2015,2580365,1610612747,400828345,1,4,47,1,"Cutting Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.60,"Williams, Marvin",4.60,12.60
"Brandon Bass","Los Angeles Lakers",2016-03-23,2015,2745,1610612747,400828952,4,0,34,1,"Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Roy Hibbert","Los Angeles Lakers",2015-12-25,2015,3436,1610612747,400828327,1,9,47,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,1.20,"Paul, Chris",5.50,17.40
"Julius Randle","Los Angeles Lakers",2016-03-06,2015,3064514,1610612747,400828818,2,1,33,1,"Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Golden State Warriors",17,11,0,0.00,,0.00,0.00
"Kobe Bryant","Los Angeles Lakers",2016-03-06,2015,110,1610612747,400828818,3,9,51,1,"Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Golden State Warriors",-24,7,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-01-01,2015,3064514,1610612747,400828381,4,8,51,1,"Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-6,11,0,0.90,"Grant, Jerami",1.90,14.10
"Tarik Black","Los Angeles Lakers",2016-04-13,2015,2528393,1610612747,400829115,2,11,05,1,"Cutting Layup Shot","2PT Field Goal",1,"Utah Jazz",12,-1,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-03-23,2015,2528426,1610612747,400828952,3,11,36,0,"Cutting Layup Shot","2PT Field Goal",1,"Phoenix Suns",10,11,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2015-12-04,2015,2580365,1610612747,400828173,2,1,27,1,"Cutting Layup Shot","2PT Field Goal",3,"Atlanta Hawks",28,11,0,1.00,"Horford, Al",2.00,8.40
"DAngelo Russell","Los Angeles Lakers",2016-03-02,2015,3136776,1610612747,400828793,4,0,37,1,"Cutting Layup Shot","2PT Field Goal",0,"Denver Nuggets",-4,8,0,0.00,,0.00,0.00
"Roy Hibbert","Los Angeles Lakers",2015-12-11,2015,3436,1610612747,400828229,3,10,03,0,"Cutting Layup Shot","2PT Field Goal",1,"San Antonio Spurs",12,-6,0,0.80,"Leonard, Kawhi",1.00,13.80
"Roy Hibbert","Los Angeles Lakers",2015-12-15,2015,3436,1610612747,400828257,3,5,01,1,"Cutting Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",0,13,0,1.10,"Carter-Williams, Michael",2.80,9.80
"Kobe Bryant","Los Angeles Lakers",2015-12-28,2015,110,1610612747,400828345,4,4,08,0,"Cutting Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-4,13,1,1.70,"Williams, Marvin",1.20,5.80
