name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Timofey Mozgov","Los Angeles Lakers",2016-11-10,2016,4298,1610612747,0,4,7,38,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2017-03-03,2016,2580365,1610612747,400900313,3,3,55,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-10-26,2016,3913176,1610612747,400899415,2,9,00,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Houston Rockets",5,16,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-11-23,2016,2528393,1610612747,400899673,4,9,14,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-11-15,2016,3913176,1610612747,400899607,4,11,24,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-29,2016,4298,1610612747,400899713,3,2,32,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-10-26,2016,2528393,1610612747,400899415,1,1,36,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-11-13,2016,3913176,1610612747,400899592,2,11,45,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-20,2016,4298,1610612747,400899648,2,2,52,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-20,2016,2580365,1610612747,400899648,4,11,25,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-15,2016,4298,1610612747,400899607,3,9,53,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-20,2016,2580365,1610612747,400899648,2,8,56,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-12-17,2016,3913176,1610612747,400899844,1,5,20,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2017-03-07,2016,2580365,1610612747,400900342,3,0,44,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",1,-1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2017-03-30,2016,2528393,1610612747,400900518,3,8,02,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-27,2016,2580365,1610612747,400899702,2,10,55,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-29,2016,4298,1610612747,400899713,3,2,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-01-31,2016,3913176,1610612747,400900150,4,11,49,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-02-24,2016,3913176,1610612747,400900267,4,11,27,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-01-06,2016,2528426,1610612747,400899970,2,11,35,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-22,2016,4298,1610612747,400899661,3,3,27,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2017-02-02,2016,2580365,1610612747,400899446,4,9,58,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2017-01-20,2016,4298,1610612747,400900070,3,0,52,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-11-04,2016,2528393,1610612747,400899528,1,0,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-04,2016,4298,1610612747,400899528,3,9,36,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-11-04,2016,2528393,1610612747,400899528,2,11,44,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Ivica Zubac","Los Angeles Lakers",2017-02-10,2016,4017837,1610612747,400900207,2,7,22,1,"Alley Oop Layup shot","2PT Field Goal",0,"Milwaukee Bucks",1,7,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-30,2016,2580365,1610612747,400899719,4,10,28,1,"Alley Oop Layup shot","2PT Field Goal",0,"Chicago Bulls",7,2,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2017-01-06,2016,2528393,1610612747,400899970,4,10,06,1,"Alley Oop Layup shot","2PT Field Goal",1,"Miami Heat",-11,-2,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-01-03,2016,3064514,1610612747,400899453,1,2,34,1,"Alley Oop Layup shot","2PT Field Goal",2,"Memphis Grizzlies",18,23,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2017-01-03,2016,4298,1610612747,400899453,2,2,05,0,"Alley Oop Layup shot","2PT Field Goal",1,"Memphis Grizzlies",5,11,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2017-02-03,2016,,1610612747,400900156,3,0,54,1,"Alley Oop Layup shot","2PT Field Goal",1,"Boston Celtics",19,3,0,0.00,,0.00,0.00
"Ivica Zubac","Los Angeles Lakers",2016-12-23,2016,4017837,1610612747,400899885,4,11,43,0,"Alley Oop Layup shot","2PT Field Goal",1,"Orlando Magic",-17,-1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2017-02-15,2016,2580365,1610612747,400900250,4,11,43,0,"Alley Oop Layup shot","2PT Field Goal",1,"Phoenix Suns",-16,3,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-15,2016,4298,1610612747,400899607,3,11,29,0,"Alley Oop Layup shot","2PT Field Goal",1,"Brooklyn Nets",13,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-02,2016,2580365,1610612747,400899509,1,1,50,1,"Alley Oop Layup shot","2PT Field Goal",1,"Atlanta Hawks",17,2,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-12-14,2016,4298,1610612747,400899820,1,0,46,1,"Alley Oop Layup shot","2PT Field Goal",2,"Brooklyn Nets",22,-1,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2016-11-27,2016,6618,1610612747,400899702,4,0,59,0,"Alley Oop Layup shot","2PT Field Goal",2,"Atlanta Hawks",-10,21,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-18,2016,2580365,1610612747,400899632,2,6,09,0,"Alley Oop Layup shot","2PT Field Goal",1,"San Antonio Spurs",16,3,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-11-04,2016,2528426,1610612747,400899528,1,2,26,0,"Alley Oop Layup shot","2PT Field Goal",1,"Golden State Warriors",0,-10,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2016-11-23,2016,2528426,1610612747,400899673,3,7,02,1,"Alley Oop Layup shot","2PT Field Goal",0,"Golden State Warriors",4,8,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-01-31,2016,2528426,1610612747,400900150,3,2,00,0,"Alley Oop Layup shot","2PT Field Goal",2,"Denver Nuggets",0,28,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2017-01-25,2016,2528393,1610612747,400900110,1,2,16,1,"Alley Oop Layup shot","2PT Field Goal",1,"Portland Trail Blazers",-1,11,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-28,2016,2528426,1610612747,400900505,2,3,31,1,"Alley Oop Layup shot","2PT Field Goal",0,"Washington Wizards",3,8,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2017-02-06,2016,2580365,1610612747,400900173,2,9,51,1,"Alley Oop Layup shot","2PT Field Goal",1,"New York Knicks",9,7,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-02-06,2016,2528426,1610612747,400900173,4,11,32,0,"Alley Oop Layup shot","2PT Field Goal",0,"New York Knicks",-1,2,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2016-12-12,2016,6618,1610612747,400899809,2,10,13,1,"Alley Oop Layup shot","2PT Field Goal",1,"Sacramento Kings",-17,7,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2017-02-15,2016,2580365,1610612747,400900250,4,10,23,0,"Alley Oop Layup shot","2PT Field Goal",0,"Phoenix Suns",1,4,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-12-03,2016,2528393,1610612747,400899737,2,9,37,1,"Alley Oop Layup shot","2PT Field Goal",1,"Memphis Grizzlies",-16,7,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-25,2016,4298,1610612747,400899688,1,9,31,1,"Alley Oop Layup shot","2PT Field Goal",2,"Golden State Warriors",-21,3,0,0.00,,0.00,0.00
"Ivica Zubac","Los Angeles Lakers",2017-03-21,2016,4017837,1610612747,400900453,2,4,58,1,"Alley Oop Layup shot","2PT Field Goal",1,"Los Angeles Clippers",-13,-11,0,0.00,,0.00,0.00
"Ivica Zubac","Los Angeles Lakers",2017-02-24,2016,4017837,1610612747,400900267,1,7,01,1,"Alley Oop Layup shot","2PT Field Goal",1,"Oklahoma City Thunder",9,-5,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-03-21,2016,2528426,1610612747,400900453,3,3,12,0,"Alley Oop Layup shot","2PT Field Goal",1,"Los Angeles Clippers",-10,6,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-11-29,2016,3064514,1610612747,400899713,3,3,45,1,"Cutting Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-12-17,2016,4298,1610612747,400899844,3,6,21,0,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2017-03-24,2016,2580365,1610612747,400900475,2,1,20,1,"Cutting Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2016-12-02,2016,3913176,1610612747,400899726,2,8,32,1,"Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-04,2016,2580365,1610612747,400899528,4,4,49,1,"Cutting Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-12-17,2016,4298,1610612747,400899844,3,9,07,0,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-12-02,2016,2580365,1610612747,400899726,3,0,46,1,"Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Ivica Zubac","Los Angeles Lakers",2017-03-17,2016,4017837,1610612747,400900422,1,7,50,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-12-29,2016,3064514,1610612747,400899933,4,1,27,1,"Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Lou Williams","Los Angeles Lakers",2016-12-20,2016,,1610612747,400899861,4,6,44,1,"Cutting Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-02,2016,2580365,1610612747,400899509,4,1,40,1,"Cutting Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2016-12-05,2016,6618,1610612747,400899755,4,6,07,0,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-12-05,2016,3064514,1610612747,400899755,3,2,11,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Luol Deng","Los Angeles Lakers",2016-12-29,2016,2429,1610612747,400899933,1,9,11,1,"Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-10,2016,2580365,1610612747,0,3,3,40,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-12-16,2016,4298,1610612747,400899838,2,8,10,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2017-01-20,2016,4298,1610612747,400900070,4,11,19,0,"Cutting Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-11-20,2016,2528393,1610612747,400899648,2,7,42,1,"Cutting Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-04,2016,2580365,1610612747,400899528,2,8,58,1,"Cutting Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-03-05,2016,3064514,1610612747,400900328,2,2,54,1,"Cutting Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-12-23,2016,4298,1610612747,400899885,2,3,06,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2017-03-05,2016,4298,1610612747,400900328,2,9,59,1,"Cutting Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-03-05,2016,3913176,1610612747,400900328,2,0,36,1,"Cutting Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2017-03-05,2016,2580365,1610612747,400900328,4,10,47,1,"Cutting Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-03-24,2016,3064514,1610612747,400900475,3,6,47,1,"Cutting Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-12-16,2016,4298,1610612747,400899838,4,3,51,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-11-20,2016,3064514,1610612747,400899648,4,2,42,1,"Cutting Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"David Nwaba","Los Angeles Lakers",2017-03-12,2016,,1610612747,400900385,4,4,16,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-20,2016,2580365,1610612747,400899648,1,0,12,1,"Cutting Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-11-01,2016,3064514,1610612747,400899498,4,4,16,1,"Cutting Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Ivica Zubac","Los Angeles Lakers",2017-03-21,2016,4017837,1610612747,400900453,1,4,52,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-01,2016,2580365,1610612747,400899498,4,5,15,1,"Cutting Dunk Shot","2PT Field Goal",2,"Indiana Pacers",-14,23,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-10-26,2016,3064514,1610612747,400899415,3,9,19,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2017-03-03,2016,2528393,1610612747,400900313,1,7,37,1,"Cutting Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2017-03-24,2016,2580365,1610612747,400900475,2,10,57,1,"Cutting Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2017-01-03,2016,2528393,1610612747,400899453,4,11,44,1,"Cutting Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Brandon Ingram","Los Angeles Lakers",2017-02-28,2016,3913176,1610612747,400900300,3,3,19,1,"Cutting Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Nick Young","Los Angeles Lakers",2016-12-14,2016,3243,1610612747,400899820,3,4,47,1,"Cutting Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2017-03-28,2016,2528393,1610612747,400900505,4,9,07,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2016-11-18,2016,2528393,1610612747,400899632,2,9,59,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-02-28,2016,2528426,1610612747,400900300,4,0,57,0,"Cutting Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2017-01-01,2016,6618,1610612747,400899387,4,8,44,1,"Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-01-03,2016,3064514,1610612747,400899453,2,1,41,1,"Cutting Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Ivica Zubac","Los Angeles Lakers",2017-03-03,2016,4017837,1610612747,400900313,1,2,06,1,"Cutting Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2017-02-28,2016,2528393,1610612747,400900300,3,3,45,1,"Cutting Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Ivica Zubac","Los Angeles Lakers",2017-03-21,2016,4017837,1610612747,400900453,1,3,44,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"David Nwaba","Los Angeles Lakers",2017-03-28,2016,,1610612747,400900505,1,3,49,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-12-27,2016,4298,1610612747,400899917,2,1,03,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Ivica Zubac","Los Angeles Lakers",2017-03-19,2016,4017837,1610612747,400900438,3,7,47,1,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Jordan Clarkson","Los Angeles Lakers",2017-02-26,2016,2528426,1610612747,400900280,2,10,42,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"David Nwaba","Los Angeles Lakers",2017-03-19,2016,,1610612747,400900438,4,11,39,1,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-01-01,2016,3064514,1610612747,400899387,4,1,20,1,"Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-29,2016,4298,1610612747,400899713,1,10,58,1,"Cutting Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-10-30,2016,4298,1610612747,400899490,3,9,51,1,"Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-22,2016,2580365,1610612747,400899661,4,6,45,1,"Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Nick Young","Los Angeles Lakers",2017-01-31,2016,3243,1610612747,400900150,3,6,53,1,"Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Tarik Black","Los Angeles Lakers",2017-01-14,2016,2528393,1610612747,400900022,2,11,16,0,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-22,2016,4298,1610612747,400899661,1,5,52,1,"Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2017-01-08,2016,4298,1610612747,400899988,2,2,43,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2017-01-08,2016,4298,1610612747,400899988,3,11,40,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"David Nwaba","Los Angeles Lakers",2017-03-13,2016,,1610612747,400900393,3,10,57,1,"Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Thomas Robinson","Los Angeles Lakers",2017-02-26,2016,6618,1610612747,400900280,4,6,00,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2017-03-26,2016,3064514,1610612747,400900491,3,7,16,1,"Cutting Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-15,2016,4298,1610612747,400899607,4,2,55,1,"Cutting Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-01,2016,4298,1610612747,400899498,3,9,59,1,"Cutting Dunk Shot","2PT Field Goal",2,"Indiana Pacers",-17,18,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-22,2016,4298,1610612747,400899661,3,7,00,1,"Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Luol Deng","Los Angeles Lakers",2016-12-12,2016,2429,1610612747,400899809,2,3,40,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-15,2016,4298,1610612747,400899607,1,8,37,1,"Cutting Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Luol Deng","Los Angeles Lakers",2017-02-14,2016,2429,1610612747,400900239,4,8,15,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-08,2016,4298,1610612747,400899554,1,6,31,1,"Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Ivica Zubac","Los Angeles Lakers",2017-01-20,2016,4017837,1610612747,400900070,2,10,18,1,"Cutting Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-12-09,2016,4298,1610612747,400899786,2,3,29,1,"Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-11-08,2016,4298,1610612747,400899554,3,6,03,1,"Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-11-01,2016,3064514,1610612747,400899498,4,1,55,1,"Cutting Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Los Angeles Lakers",2016-12-14,2016,4298,1610612747,400899820,1,11,33,1,"Cutting Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-12-02,2016,2580365,1610612747,400899726,4,5,55,1,"Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-13,2016,2580365,1610612747,400899592,4,9,34,1,"Cutting Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-11-13,2016,2580365,1610612747,400899592,2,10,17,1,"Cutting Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
